,RPneg_BATCirc_391,RPneg_BATCirc_403,RPneg_BATCirc_453,RPneg_BATCirc_395,RPneg_BATCirc_405,RPneg_BATCirc_415,RPneg_BATCirc_463,RPneg_BATCirc_431,RPneg_BATCirc_435,RPneg_BATCirc_439,RPneg_BATCirc_411,RPneg_BATCirc_425,RPneg_BATCirc_445,RPneg_BATCirc_383,RPneg_BATCirc_407,RPneg_BATCirc_417,RPneg_BATCirc_381,RPneg_BATCirc_393,RPneg_BATCirc_419,RPneg_BATCirc_459,RPneg_BATCirc_413,RPneg_BATCirc_447,RPneg_BATCirc_avg,RPneg_BATCirc_427,RPneg_BATCirc_433,RPneg_BATCirc_437
p_337/119.0499mz/1.64min 2;4;6-Octatriyn-1-ol,1.48E+00,1.01E+00,-3.53E-01,9.55E-05,1.33E+00,-9.46E-01,-3.71E-01,3.22E-01,-4.30E-01,2.19E-01,-1.56E+00,-1.20E+00,-1.84E+00,1.45E+00,1.33E+00,8.97E-01,7.33E-01,2.71E-01,6.16E-01,1.42E-01,5.60E-01,-5.18E-03,2.49E-01,-1.26E+00,-1.52E+00,-1.14E+00
p_110/166.1878mz/3.46min,0.72207562,0.69336156,-1.07692801,-0.03050285,-0.08070749,-2.94770126,-1.36111568,1.14271416,0.80112909,1.06129046,-0.71371436,-0.02970185,-0.23729514,0.46224661,1.17550298,0.05651875,-0.04669939,-0.23508709,-1.19183349,-0.32869725,1.50260907,0.88658978,1.16106602,-0.31450674,-0.98248648,-0.08812704
p_22/218.1373mz/2.16min Propionylcarnitine,-0.52770693,0.50021779,0.69750697,0.71950876,0.72108813,-1.03064483,-0.89731363,1.35171139,0.89877178,1.52434328,0.2695394,0.68307111,0.39933549,-0.2613657,-0.99143154,-1.0108873,-1.63446605,-2.17997754,-0.98786738,-0.65663193,0.07795793,1.35490764,0.73997815,-0.63480087,-0.38192664,1.25708251
p_602/235.1066mz/6.12min 5-Methoxytryptophan,0.65549544,0.47170488,0.51120444,-1.59502129,0.70084424,-0.38520512,-0.37257278,-0.60424009,-0.20377961,-0.61807306,-0.52998215,0.15200566,-2.53660348,-0.25173028,0.00350929,0.28213745,-0.17630482,-0.04969039,-0.0921356,-0.03741461,-0.33355563,3.06105227,1.83644609,-0.26388982,0.01978873,0.35601025
p_225/384.2726mz/7.11min 3-Hydroxy-5; 8-tetradecadiencarnitine,3.34056734,0.37113702,0.08035286,-0.29812557,1.22373424,-0.03595062,0.88449284,0.03632116,-0.69358164,0.24265837,-1.27639458,-0.59013945,-0.12708945,0.41148285,1.32847144,-0.7720684,0.58025046,-0.55578816,0.58599702,-0.98768968,0.37618262,-0.80217689,-0.1487298,-0.96529936,-1.34808642,-0.86052821
p_348/621.3132mz/4.80min,-0.64494976,-2.02331705,-0.04825999,-0.088818,-2.27024565,-0.02749717,-0.26924387,-0.02396757,-1.14544627,0.22488823,-0.03216969,1.27140319,-0.50774964,0.24555009,0.75947573,-1.15580124,-0.11351904,1.0430593,0.40962085,-0.2219944,2.06630942,-0.46647377,1.02081581,0.77294818,1.57337001,-0.34798772
p_499/548.0870mz/4.25min,-0.10944423,-0.53015153,0.02539615,2.15634079,-0.73496863,-0.1542803,-0.26229026,-1.29876966,-1.65200954,0.78918772,1.85068141,1.62696304,-0.74375968,1.55230149,0.61465865,0.18753601,0.44200267,-0.53271883,-0.28874926,0.47630791,-0.69952465,-1.1834058,-0.76716059,-1.08916447,0.62637223,-0.3013506
p_319/297.2409mz/8.60min 13S-hydroxyoctadecadienoic acid,0.41247064,0.08370203,1.44186504,1.61554283,-0.56238806,1.29512584,0.22443716,-1.17160518,0.20984365,0.02534994,0.07270014,-1.52599363,-0.8181218,-0.81534566,-1.2423632,0.07283364,-0.06633758,-1.02768527,-0.1310671,0.20426191,1.62645648,1.47625516,1.49735149,-0.75777942,-0.61888043,-1.52062863
p_133/454.2920mz/8.96min LysoPE00/160,1.43915052,1.30051885,1.08886516,-0.19719887,0.47981922,1.21046129,1.27616723,-1.27711237,0.2297051,0.58090004,-0.78210077,0.34696849,-1.12398044,-1.34201212,-1.69248215,-0.69580491,0.25412182,-0.11539663,-1.42437287,-1.26006237,1.30992509,0.36660215,0.89954999,0.22290607,-0.03798943,-1.05714812
p_1013/300.2882mz/7.91min Sphingosine,-0.41228296,-0.37359108,0.56232027,-1.22977071,0.13701071,-0.03743567,0.91146738,-0.38076378,-1.2401803,-0.05810976,-1.6419903,-1.41552692,-0.27168658,-0.02961708,-1.18082555,0.84377073,3.1038858,1.25528384,0.36334672,0.28783988,0.47480405,0.90362445,0.58782741,-0.31716272,-0.71794809,-0.12428972
p_514/189.1218mz/1.67min N6-Acetyl-L-lysine,1.39510653,0.98723807,0.36481506,-0.64860928,1.2112284,0.16467833,0.78355306,1.86041611,1.79806332,1.78585339,-1.17775841,-1.08355981,0.18526262,-0.60264816,-0.46406189,-0.75077889,-0.56926164,-0.49377348,-1.07322117,-0.67757407,-0.56627438,0.41397961,-0.04592534,-0.88026397,-1.46403418,-0.45244981
p_261/112.0506mz/1.11min Cytosine,-1.09902979,-0.5740711,-1.09518763,-0.22056177,-0.33229339,-0.33882839,-0.83306483,-1.27654246,-1.73564411,-1.51021805,-0.43477291,-0.44174436,-1.03269696,0.25804399,-0.23602303,1.21851884,0.71783496,0.6447425,1.02880175,1.62957684,1.59123849,0.02017479,0.91482757,1.01804779,1.15757517,0.96129611
p_158/212.0518mz/1.57min,-0.65444753,-0.26706399,0.24891216,0.77152388,-0.12942588,0.33166078,-1.06508164,-0.68738714,0.09371162,1.42116209,-0.43449234,1.3100189,0.46577892,-0.39822825,-0.06157841,1.14990399,-0.67308327,-1.78051045,-1.88402009,0.96499645,-0.38632356,-1.09290253,-0.7668897,2.03983629,-0.02508461,1.50901429
p_694/359.1027mz/4.31min Pantetheine 4'-phosphate,-0.33483619,-0.05142306,-0.059962,0.0520996,-0.07495799,1.26830228,-0.0910127,-0.28896549,-0.47877594,0.05129783,1.85245038,2.57730967,-0.08446121,-0.99504939,-1.42479864,-1.1521147,-0.77640557,-0.35958425,-0.34578999,0.16328153,-0.93114049,-0.60273741,-0.98073611,1.74336558,1.53557579,-0.21093152
p_227/306.0744mz/1.44min Delphinidin 3-3''-p-coumaroylglucoside,-0.24426073,0.40861912,0.70573187,-0.16264231,1.28445511,-1.0663861,0.07772066,1.54632089,0.29043257,1.88620356,-0.35785959,-1.85171425,-2.22616783,0.56271578,0.14021964,1.16111747,0.18851079,0.90685473,-0.25888136,0.40711766,0.15186108,-0.22223495,-0.06743505,-0.83955066,-1.67016348,-0.75058459
p_677/287.9786mz/1.38min,-1.82139609,-0.47724145,1.18614481,-0.87269754,-0.30106444,0.04733388,1.42895391,-0.22350629,0.10261678,-1.36620769,0.01985692,-2.08436663,-0.71658382,0.44704765,-0.1883112,0.47144012,0.90333678,1.75486045,1.38191553,0.8236931,-1.14386876,-0.42290773,-0.81074342,0.67064681,0.34954802,0.84150031
p_720/311.1225mz/4.15min gamma-Glutamyltyrosine,0.25103443,-1.464837547,-0.043891546,-1.783778079,0.062597097,0.051673737,0.254516753,0.244217204,-1.080398065,-0.191588662,-1.529325227,0.169706706,-1.949492923,1.642923505,2.193025489,0.726365138,0.152644628,0.002063413,0.320383224,0.117788166,1.22284797,0.073889762,1.142788199,0.561677543,-0.300977485,-0.845853432
p_83/132.1945mz/1.90min,0.2126998,1.272204,0.0060935,-0.5354942,0.0792969,-1.7601785,-1.0201858,1.1600747,0.5416775,1.0167413,-1.314347,-1.223493,-0.8103154,0.8820231,1.1464653,0.7209431,0.1686355,-0.0385826,-1.1993015,-0.1006801,1.1284047,1.3281223,1.1686703,-0.6006673,-1.8257698,-0.4030368
p_611/160.1318mz/5.26min DL-2-Aminooctanoic acid,0.90793548,-1.26788927,-1.29166209,1.229255,0.10075848,-1.42867242,-1.40301019,0.49025428,1.02260117,0.85255362,0.5272275,0.60502848,1.13299745,-1.05182654,-1.48771402,-1.12993783,-0.02830762,0.66679171,-1.51028823,-0.96141165,0.91389736,0.98698652,0.83280874,0.43356051,0.18183203,0.67623152
p_38/242.0988mz/4.31min,-1.2168212,0.45007053,-0.40180287,-0.79292924,-0.41188985,-0.72742514,-2.76673653,1.14206715,1.30860575,1.17999559,0.14247573,0.54337969,0.88007866,-1.29273655,-0.844456,-0.0164143,-0.56520802,-0.55835137,-0.36434094,-0.66762112,1.20631177,1.09542199,1.12324257,0.73728323,0.03161051,0.78618995
p_738/363.0451mz/4.38min,-0.66928557,0.51475465,0.08654181,0.08354069,-0.31550369,2.18833701,0.20994708,-0.48403268,0.11750769,-1.35306658,1.41413712,1.98282202,2.0174402,0.16632482,0.33564172,-0.6458879,-0.12277439,0.14922308,-0.91025952,-0.07102782,-1.09138106,-1.5106539,-1.36920433,-0.45099155,-0.48469807,0.21254916
p_446/477.1747mz/4.31min 3;4;5-trihydroxy-6-4-hydroxy-5-methoxy-6;8-dimethyl-2-phenyl-3;4-dihydro-2H-1-benzopyran-7-yloxyoxane-2-carboxylic acid,0.009185168,-0.349710049,-0.164542769,-0.06776087,-1.967127926,-0.089455436,-0.429504512,1.175051598,1.615757698,1.209042981,-0.796136073,0.405088363,1.058866512,-0.558345871,-0.407791543,-1.652792292,-0.343440959,0.161842212,-2.017691535,-0.13458373,1.286865805,1.051985091,1.144902235,0.05148963,-1.063590499,0.872396771
p_310/388.1078mz/1.58min,-0.3094562,-1.05595492,-1.5293272,-0.31323069,0.24542936,-1.31033477,-1.58833799,-0.57558889,0.08303779,-0.74389981,-0.43946674,-0.8942056,-0.97216985,1.64045,1.30661754,1.3883712,1.11146474,1.12022404,0.72613319,0.34868464,1.32727854,0.31029699,0.88587483,0.36803631,-1.38387293,0.25394641
p_606/203.1375mz/4.19min Alanyl-Isoleucine,1.7385936,0.46719443,-0.6896461,-1.83557111,1.16565796,0.23843605,0.13006462,1.71845863,1.4636674,1.79801942,-0.11928001,0.08400369,-1.50782238,-1.07366876,0.03092741,-0.53224565,-0.77247642,0.3612092,0.34723224,-0.91642569,-0.32532511,0.47400917,0.09312423,-1.03781617,-0.16427168,-1.13604897
p_493/993.5019mz/4.80min,0.10601496,-0.2863714,-0.27024766,0.4423918,-0.2523328,-0.12752971,-0.38031019,-0.53280292,-1.20258196,-0.30814545,-0.59741286,0.23335888,-0.91541514,-0.3174932,0.01986565,-0.62324587,-0.60049776,0.28140081,-0.26639774,-0.81749694,2.02874418,3.16592814,2.00209933,-0.07555323,0.4433076,-1.14927653
p_835/365.5858mz/4.63min,1.37672792,0.79433143,0.24874106,-0.42674117,-2.4188659,-0.42528338,-0.33898682,-0.36614815,-0.12607697,-1.54159733,0.81983416,0.93116467,0.82190639,-0.3606388,1.41869378,0.10046018,0.24553956,-0.70134465,-1.76814142,1.42172312,1.34801036,0.05555569,0.68045301,-0.88596504,-0.53214089,-0.37121079
p_99/230.0951mz/1.02min Ergothioneine,-1.1650113,-1.0241465,0.1903109,-1.0083779,0.1718252,-1.5803974,-1.7515587,0.9306215,0.6483079,0.8794099,1.2438715,0.7785903,1.0854567,0.3256948,-1.3806163,0.138007,0.1831241,0.1941452,-1.4957736,-1.6962723,0.8825166,0.3447887,0.6399982,0.8707634,0.7905042,0.8042178
p_221/152.0562mz/2.09min Guanine,-0.5674463,-0.6850457,-0.9152917,-0.4811753,-1.514445,-1.3223611,-1.3854898,1.2017227,0.4941766,0.9753156,0.7589355,1.4905113,1.5750812,-0.5669857,-1.0037701,-0.1679845,-0.4078693,-0.5974257,-1.1089712,-0.2169876,1.4310369,1.4074379,1.3824969,0.2066988,-0.235251,0.2530867
p_223/494.3232mz/8.51min LysoPC1619Z/00,1.00634303,0.8422624,0.35267069,-1.22540837,-0.23503743,0.54970768,0.74002797,0.13333158,0.71373332,0.55444955,0.24769885,-1.49020532,-0.41230995,-0.15587442,-1.57671125,-0.93967491,0.36242017,-0.011476,-0.05796196,-1.28462804,1.86801687,0.98897728,1.48139766,0.55087174,-2.13703392,-0.86558721
p_115/248.1115mz/1.14min Malonylcarnitine,2.43890859,0.19723663,0.09438468,1.31272651,1.01999632,0.75023361,-0.47675781,0.6620052,0.51395213,1.15794139,1.28702582,0.77454484,0.65687907,-0.35287504,-1.08919861,-0.62156807,-0.97744163,-1.5908034,-0.63386757,-0.91289483,-1.05283237,-0.515497,-0.79045773,-1.44976984,-0.44487994,0.04300906
p_951/574.5420mz/4.49min,0.135584931,-0.128736771,1.056533114,-0.281548464,0.366872545,1.608738594,1.282628345,0.65196056,0.006458576,-0.001429836,-2.757492299,-1.517444607,0.457325766,-0.317681271,-0.25409762,0.763207523,0.196775682,-0.461033791,-0.114291136,-0.549099936,-1.5211031,0.859138376,0.824257519,1.34978028,-0.269044949,-1.386258033
p_152/385.1273mz/1.44min S-Adenosylhomocysteine,-1.20979654,-0.68204793,-0.70482884,0.88224125,-1.19869541,0.35746466,-0.61618132,-1.43152507,-1.75920581,-1.41007845,0.79703619,0.92893574,0.97188313,0.17138069,1.92645648,0.03177123,-0.32807677,0.38160196,0.14307214,0.14151094,1.11016499,-0.914804,0.14259183,0.92998212,1.76274528,-0.42359845
p_160/230.9884mz/1.37min,-0.65215039,-0.0904096,-0.11632549,-0.22751078,-0.52225272,-1.80597233,-0.04629652,0.69131037,1.97585392,-0.39464699,-0.50311372,-1.82014889,0.09071007,-0.28266311,-0.65022204,-0.94540216,-0.12728088,0.20421665,2.61961569,-0.22669063,-0.59684467,0.34511847,-0.16385756,0.59569086,1.08137146,1.56790098
p_592/775.2097mz/1.58min,-0.374735838,-0.049732927,-0.224253393,-0.75251867,0.002194127,-0.437412948,-0.203327753,-1.42293501,-0.204780067,-1.310034539,-0.88473689,-1.327857472,-1.586678887,1.871536215,1.823789172,1.492773458,0.946043421,0.605362684,0.4354823,0.008193813,1.792915279,-0.42223366,0.934283037,0.063802348,-0.59111471,-0.18402309
p_376/193.0672mz/1.44min Nilvadipine,-1.89011473,-0.52535331,0.47868642,-0.11288763,-1.07128105,0.81668256,-1.11846818,-1.04523183,-1.98309813,-1.58304439,0.59919348,-0.18471558,0.25945409,0.53350124,1.60718158,0.55167117,0.36904055,1.08591323,0.55115788,0.7654673,0.40700618,-0.47530461,-0.06957452,1.00215368,1.6433703,-0.61140569
p_589/394.0102mz/4.49min,-3.886954198,-0.607595307,0.803773208,-0.146152311,0.061298332,1.153066103,0.604716948,0.527100693,0.194459454,-0.541984363,0.161427729,-0.547037726,0.735497281,0.013620844,0.145636411,0.718831039,0.447676247,0.014158301,0.576973411,0.391872969,-1.760378262,0.689715373,-0.43707315,0.820840034,-0.008482773,-0.125006289
p_388/709.6481mz/4.80min,-0.278615161,-1.605377176,-0.001799177,0.609570271,-1.758940573,0.339977185,-0.173412046,0.043291153,-0.814570238,0.117469587,-0.007435033,0.748605299,-0.554974169,0.074448639,0.476308198,-0.96362865,-0.138857047,0.926235806,0.174174516,-0.413371875,2.67416157,-1.807665467,1.560049886,0.475002124,1.104660082,-0.805307705
p_443/738.1714mz/1.45min,-0.47758642,-0.72717932,-2.06160808,0.82575384,-0.88286161,-1.09903821,-2.04350489,0.55300597,0.20717397,1.41437851,0.01383483,1.25758294,1.44794933,1.05184787,-0.2464293,-0.59983194,-0.04192439,-1.61276178,-0.04650112,-0.35734435,1.30107623,0.40025063,0.79652579,0.42245377,0.06867104,0.43606671
p_639/237.1220mz/4.30min Hexobarbital,0.9454735,-1.2194769,-0.5749574,0.7528356,0.2739455,-0.537017,-1.8779375,1.6856654,1.0111469,1.7499726,0.3042822,0.115711,0.2096849,-1.1204683,-1.0166595,-1.6192714,-0.2313672,0.9988605,-0.5967314,-1.2257905,0.2303423,0.2106524,0.1742556,1.6063062,-0.4371235,0.1876661
p_747/247.1275mz/1.31min L-beta-aspartyl-L-leucine,1.2162447,0.27638716,-0.75779446,1.34364985,1.551928,-0.55239648,1.52818494,0.0398426,0.11063609,1.56404642,-0.17726254,-0.91975957,-1.77669599,-0.48262814,-0.97616404,-1.00229637,-1.20061044,1.65534456,-1.52072696,0.13824593,0.22640643,-0.40074256,-0.13318624,0.64770672,-0.41060695,0.01224734
p_805/396.3419mz/4.48min,-0.37212335,-1.35284037,1.31339278,-0.69936364,-0.50705958,1.66565305,2.01102716,0.31115478,-0.30769041,-1.71587829,0.43863498,-1.0321604,0.93020612,-0.98327396,-0.01716533,0.83766304,0.03770278,-0.29985119,0.7721678,-0.98399866,-0.93217269,1.15632064,1.11531429,0.06159983,-0.15044773,-1.29681163
p_867/325.0433mz/1.05min Uridine 5'-monophosphate,-0.44183153,-1.06781236,1.36832548,0.22821582,1.21236037,1.92735085,1.83487892,0.73538187,-0.61264452,-0.29456534,1.82208493,-0.03890461,-0.30224377,-1.1242209,-0.94312703,0.27116409,0.13429301,0.91788759,-0.05067389,-0.18981408,-1.30935218,-1.19376049,-1.20936327,-0.32102959,-0.55957766,-0.79302172
p_380/147.0477mz/2.10min Dihydro-2-methoxy-2-methyl-32H-thiophenone,-0.50823992,-0.19446341,-0.56451603,1.42933542,-1.76047458,0.65584391,-0.16890019,0.33947167,-0.46630651,0.17797819,2.62183725,1.63345231,1.44801643,-1.57822842,-0.28607602,-0.25203073,-0.17385315,-1.26437025,-0.92886881,-0.17342195,0.31069547,0.08044421,0.05790072,-0.98133598,0.72281834,-0.17670797
p_785/270.1892mz/5.18min Orphenadrine,-0.36302709,-0.3912693,-0.20981469,0.50425067,-0.43884203,0.20511745,-0.08241517,-0.65412058,0.03105387,-0.47144881,0.89784969,1.24528404,0.33942417,3.97367149,-0.62693252,-0.2318183,-0.83856972,-0.37202758,0.26268762,-0.92971011,-1.01219756,-0.03098897,-1.0595303,-0.46698493,-0.09520142,0.81556007
p_744/248.0315mz/1.36min Pyridoxal 5'-phosphate,2.302716125,1.786055477,-0.560827887,-0.497706566,1.786736319,-0.000768867,0.332751835,-1.425290719,-1.211835629,-0.486728069,-0.952901254,-1.408577007,-1.378485619,-0.180567605,0.197628675,-0.447735409,-0.971861336,0.721437379,-0.252252243,-0.434823767,0.687360336,-0.087896944,0.598085542,0.592498291,0.868078113,0.42491083
p_320/273.0469mz/1.00min,-0.56986365,-0.49597621,-0.04256994,-0.50961244,-0.4287564,-0.38027035,-0.068132,-0.5175191,-0.63365592,-0.49914885,-1.12174031,-1.04094257,-1.15755786,2.3755867,1.89228757,1.14861879,-1.39445759,-0.08494938,1.46055985,0.49680318,1.31850586,0.32371988,0.86329668,0.45208319,-1.24327388,-0.14303525
p_583/523.0532mz/0.91min 5-5;7-dihydroxy-3-3;4;5-trihydroxybenzoyloxy-3;4-dihydro-2H-1-benzopyran-2-yl-2-hydroxyphenyloxidanesulfonic acid,-2.75464368,-0.0226648,1.1961287,-1.18958676,-0.14906458,0.71132383,1.40319178,0.23824151,-0.96646031,-0.40643569,1.01324639,-0.95625088,-0.85878381,1.30869625,-1.77781672,0.67251697,0.89426008,0.76096872,-0.07612465,0.72916399,-0.2953092,-0.20277651,-0.2960491,-0.01625266,0.17784863,0.8626325
p_573/681.3482mz/4.82min Canarigenin 3-glucosyl-1-4-6-deoxy-alloside,0.70098883,-0.0185731,-0.30923129,0.5954062,-1.33194394,0.14015655,-0.99603863,1.36170396,0.16774398,1.53901717,-0.4738424,0.25283901,-1.11910008,-0.78300268,0.64486009,-1.48822464,-1.21255565,0.02158677,-1.35684331,-0.29318702,2.28468616,0.59503666,1.5635121,-0.49082527,-0.53545778,0.54128832
p_910/387.0867mz/2.00min 6-4-2-carboxy-2-oxoethyl-2-methoxyphenoxy-3;4;5-trihydroxyoxane-2-carboxylic acid,1.11247708,-0.92011862,-1.65144711,-1.02100092,-0.05263429,-0.90781429,-1.21592336,1.24323383,0.02222331,1.99418211,0.06039398,-0.12754722,0.13508951,-1.06423389,-0.41184351,-1.77263642,-0.62349083,1.91454915,0.39436418,0.16339177,1.17825605,-0.37539978,0.36149238,0.63207925,0.237409,0.69494864
p_533/376.3040mz/8.62min,-1.53925085,-1.09708933,0.69277711,1.71684597,-0.5720061,0.17671939,-0.34554773,-0.11588313,-2.03890389,0.11275012,0.07072812,-0.81978323,-0.51922579,-0.02069188,-0.55784285,0.64711064,-0.07229014,0.15467395,0.13339775,0.5528047,0.11659657,2.30279852,2.28667485,-0.43187858,-0.07782239,-0.75566178
p_502/556.0713mz/4.25min,-0.21314882,-0.47718732,0.6290985,1.87175373,-0.476506,0.24096448,0.73073601,-1.41378405,-1.7864821,0.98458361,1.80526225,1.39476694,-0.87295812,1.41989704,0.08601609,-0.17363371,0.42861401,-1.26557377,0.31113069,-0.05922694,-0.74484393,-1.0424734,-0.83180055,-1.17045754,0.46128018,0.16397273
p_997/563.0831mz/6.39min,1.12965992,0.78940436,-0.21210843,-1.82706501,0.52026552,0.00058979,-1.78005731,0.46946803,-1.03586203,0.68387489,-0.48050349,-0.46627737,0.26830084,0.98424461,0.49804548,0.15640996,0.58857455,-1.48270398,-0.40415841,0.13391775,0.91875686,1.55538237,1.23155676,-0.22424613,0.25086126,-2.26633078
p_716/558.0988mz/4.79min,0.052269438,-1.179311123,-1.185511041,1.388158631,-0.058636766,0.379993535,-1.069443569,-0.344239799,1.287495531,0.004271099,-0.261970661,-2.25083029,-1.185770051,0.928278168,0.248355538,0.293971596,0.853554985,-0.286023231,0.971090834,0.072761795,1.624432681,0.524530957,1.580191794,-1.043156801,-1.169265225,-0.175198022
p_385/243.1191mz/5.16min,0.16446681,-2.07499647,-0.07329257,0.73243639,0.51661118,-0.90129199,-0.05392883,-0.02906712,-0.95420014,0.62774401,2.17444452,2.31584615,0.86279976,1.01198934,-1.58008166,-0.28649951,-0.53446333,-0.1756095,0.63827148,0.58032562,-0.97322803,-0.28534267,-1.00552199,-0.34789411,-0.08282968,-0.26668767
p_229/258.0727mz/4.31min 1;3;5-Trihydroxy-10-methylacridone,-0.986985,0.5396636,-0.655853,-0.8490049,-0.4616757,-1.3396043,-0.506561,1.260406,1.7590672,0.7039816,-0.1518051,0.8120196,1.197303,-1.6732754,-1.0917356,-0.5417877,-1.0074929,-1.1020005,-0.7057711,-0.2437803,1.3328561,1.2820541,1.2810751,0.6093747,-0.1629185,0.7024499
p_208/188.1799mz/4.69min,0.20187654,0.605515995,-0.071371999,-0.830063821,-0.48498738,-0.907784483,-0.359275381,0.002026589,-0.082513179,0.773489563,-0.919163887,-1.133722178,-1.712485781,1.725590931,3.21494489,0.648790875,0.758382278,-0.095803725,-0.081227553,0.030722429,0.272446416,0.272001454,0.210325117,-0.709411108,-1.418473201,0.090170601
p_488/567.5544mz/4.25min,-0.24832569,-0.36566,0.83585418,2.08723323,-0.08479789,0.45396994,0.7823903,-1.26872491,-1.6326056,1.01999769,1.98975695,1.43207173,-0.79604816,0.55223495,-0.17969872,-1.14407059,-0.12261526,-1.46693468,-0.02876449,-0.1798427,-0.51491801,-1.3121609,-0.60258741,-0.27034142,0.78613724,0.27845021
p_588/993.3029mz/4.80min,0.13659403,-0.11467027,-0.24366402,0.22597876,-0.20013216,-0.22381578,-0.54094371,-0.76971284,-0.37327668,-0.6502537,-0.77998782,-0.01646836,-0.42896296,-0.56907113,-0.24528258,-0.33941634,-0.86146641,0.04217543,-0.49605257,-1.04249051,1.87979124,3.5718042,1.8538671,-0.31401341,0.24043354,0.25903698
p_645/242.5610mz/1.46min,-1.207859,-2.1144705,0.4734663,-0.341012,-0.3642064,-0.270651,0.3325082,-0.8430971,-1.8804702,-0.701474,-0.613789,-0.8069311,-0.5848764,1.4536812,0.3040257,1.026197,1.0779449,0.7949549,1.2424044,1.2857999,0.0264884,-0.6847994,-0.4044886,1.1799837,0.2120917,1.4085785
p_131/191.1784mz/8.60min 2-Methyl-2-phenyl-undecane,0.352424353,-0.023679525,1.362122473,1.647486025,-0.410059265,1.367542671,0.275260994,-1.043339915,0.192898284,0.11780354,-0.113120514,-1.62272347,-0.810027323,-0.874998743,-1.102235613,-0.014438026,-0.006802901,-0.869722019,-0.011198802,0.195101871,1.5098602,1.567301262,1.494142465,-0.986249415,-0.536458447,-1.656890158
p_382/231.1681mz/4.60min Isoleucyl-Valine,1.57127978,1.27561454,0.43370163,-0.1822827,1.41760638,-1.88019031,0.49094831,1.3259835,1.35599335,1.66371022,-1.13457835,-1.08515007,0.15933954,-0.4737869,0.02662466,-0.60951109,-0.54820221,-1.31614337,-0.8252145,-0.70218846,-0.27303745,0.5089834,0.5010816,-0.21983088,-1.24480243,-0.2359482
p_375/213.9786mz/1.73min,-0.64680497,0.5884743,1.58444613,0.90187372,1.07311349,1.30590392,1.97496908,-0.09013562,0.75127091,0.26508858,0.71247577,-0.12088855,0.07977517,-0.2068084,-0.89913737,-0.96294457,0.35446351,-0.94273285,0.2122999,-0.63266387,-2.61601338,-0.63642328,-1.48850483,-0.44411948,-0.25359799,0.13662067
p_816/232.0929mz/1.02min,-1.93996002,-0.9580237,0.48508129,-0.81529124,-1.06165704,0.55471562,0.64394649,0.28160631,-0.92183164,0.31448333,1.9531671,-0.01915875,1.44951718,0.83803641,0.078945,-0.04381918,0.65394168,1.74223911,-0.95117976,-0.0300835,0.65706404,-2.10620827,-0.58207912,0.38712747,-0.26740903,-0.34316978
p_109/260.1590mz/1.60min Glutaminylisoleucine,1.4285942,0.53250856,0.44265803,0.40190599,1.38346728,-0.24890685,1.09179495,1.24941498,1.31524383,1.48237657,-0.64788034,-0.52064765,0.28164972,-0.23895769,-0.04313214,-0.25170377,0.0671696,-2.06276887,0.05511659,-0.39765331,-0.68172377,0.1202126,-0.21352185,-0.97255615,-1.28832615,-2.28433434
p_140/549.0774mz/4.45min,0.69236425,0.69142978,-0.11669435,1.9478326,0.16265066,0.77291296,-1.05175127,0.29353717,-0.08147978,1.08069086,1.45271533,1.81357562,0.57612595,-1.29270584,-1.02767479,-0.69054162,-0.39834576,-2.24173571,-0.91817363,-0.88429131,-0.32290154,-0.13441406,-0.25555227,-0.31857648,0.89330559,-0.64230237
p_790/406.0666mz/4.75min,0.46389259,1.940994243,0.962317883,1.185576251,0.773525162,1.246866703,0.882213055,-0.003501231,0.246873148,0.47080886,0.437227471,-0.169929547,-0.4923958,-0.048756407,-1.048758678,-0.198559071,0.544206381,-1.802125962,-0.611481538,1.167157696,-0.768096852,-2.195921523,-1.503546866,-0.302895035,-0.330927932,-0.844763003
p_165/206.0472mz/1.55min,-0.4459901,-1.3760953,-0.3814201,0.3330039,-0.4047134,-0.4514657,-0.1826039,-1.4805864,-0.4461331,-0.705797,-1.4647515,-1.6783133,-1.1975536,1.246483,1.093206,0.5006118,1.3745005,1.4016097,1.5660272,1.2478506,0.1037839,-0.5984264,-0.1968241,0.8171942,0.9339108,0.3924923
p_391/165.1012mz/6.14min Kynuramine,1.604190901,-0.465992086,1.386891094,1.554297352,-0.073551408,1.539099092,0.74877875,-2.323195465,-0.144750701,0.374182528,-0.01849157,-1.998841627,-0.697398285,0.14092449,-1.071233299,0.285918174,-0.488237615,-1.105788496,0.366661195,0.032891829,-0.339459704,1.080866156,0.354529301,-0.797445147,0.062806285,-0.007651744
p_853/511.0426mz/1.08min,-0.2286271,-0.1010425,1.0997751,1.1816518,0.4258499,0.63183,-0.8518883,0.4238675,0.8486717,0.1818057,-0.1275862,0.6534107,1.5730138,-2.3470569,-2.2599501,-0.7896904,-0.7103758,-0.909058,0.4021258,-0.57892,-0.6745425,0.2913011,-0.4679919,1.4653706,1.0760555,-0.2079996
p_309/710.5016mz/4.80min,-0.482452896,-1.438241758,0.41894258,0.285149256,-1.72317479,0.139499456,0.148364721,-0.037693966,-0.897978428,0.032261331,-0.006335154,0.756932046,-0.579529529,0.225507938,0.479439882,-1.063044513,-0.16691595,0.850965605,0.245350566,-0.333528679,2.661129669,-1.873122117,1.572365492,0.445739625,1.185084701,-0.844715087
